"RNA17005" "RNA17007" "RNA17013" "RNA17019" "RNA17069" "RNA17070" "RNA17072" "RNA17079" "RNA17090" "RNA17094" "RNA17099" "RNA17108" "RNA17122" "RNA17130" "RNA17142" "RNA17145" "RNA17162" "RNA17174" "RNA17176" "RNA17178" "RNA17181" "RNA17203" "RNA17211" "RNA17213"
"LOC111136149" 2 6 3 5 6 3 5 6 4 1 1 1 2 2 2 0 6 5 0 2 2 5 4 1
"LOC111136150" 0 0 2 0 3 0 2 3 2 1 0 2 6 1 0 1 1 0 1 1 1 1 3 3
"LOC111136151" 15 11 13 11 7 9 11 9 6 9 7 7 18 5 2 12 4 14 6 2 6 6 11 10
"LOC111136152" 6 9 9 3 9 6 1 10 8 5 7 11 6 6 9 8 6 7 2 3 5 5 3 10
"LOC111136153" 2 2 1 1 2 0 2 0 3 1 2 0 0 1 2 1 6 5 10 1 1 0 2 2
"LOC111136154" 0 1 1 0 3 2 1 10 5 2 1 3 3 5 2 4 2 2 3 3 3 7 0 6
"LOC111136155" 18 24 27 16 25 13 17 10 23 18 12 25 18 13 24 19 8 24 16 14 8 27 10 16
"LOC111136156" 33 29 19 21 30 21 24 23 13 16 25 18 28 16 16 26 32 24 28 17 25 28 20 26
"LOC111136157" 2 1 3 1 1 4 3 3 2 0 1 3 4 2 0 4 2 0 4 1 0 2 3 2
"LOC111136158" 18 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 2 1 0 0 4
"LOC111136159" 3 1 2 0 2 5 3 0 5 2 6 1 0 0 0 4 0 1 4 2 2 1 1 1
"LOC111136160" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0
"LOC111136161" 1 2 1 4 9 1 5 0 0 1 3 0 3 7 0 0 0 4 0 0 7 0 0 2
"LOC111136162" 0 2 4 2 4 4 3 0 2 0 5 2 4 2 0 0 4 1 1 2 2 2 0 2
"LOC111136163" 9 7 1 3 5 4 2 0 11 8 9 2 2 1 0 5 0 0 5 4 1 6 1 2
"LOC111136164" 3 5 8 2 3 7 6 2 3 6 5 4 7 2 2 0 0 4 2 8 0 8 3 7
"LOC111136165" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136166" 6 10 6 16 6 3 8 1 4 7 16 0 11 3 14 15 3 3 14 14 2 16 0 1
"LOC111136167" 7 3 5 9 7 7 1 18 2 3 2 0 3 13 11 4 0 20 16 2 5 29 3 3
"LOC111136168" 0 3 3 3 0 3 0 0 0 0 0 1 0 4 0 0 0 1 0 2 1 1 0 1
"LOC111136169" 1 1 2 1 15 3 0 1 2 0 0 0 2 3 1 0 0 1 0 0 0 1 2 0
"LOC111136170" 3 1 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 1 7 2
"LOC111136171" 3 0 4 2 4 2 1 0 0 2 2 0 1 2 0 1 4 2 0 0 0 1 1 3
"LOC111136172" 3 2 2 3 3 2 0 1 3 0 2 0 0 4 2 3 0 2 1 1 1 4 3 1
"LOC111136173" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136174" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136175" 0 0 0 1 1 0 0 0 0 1 0 1 5 0 0 1 1 2 1 2 0 1 1 2
"LOC111136176" 0 0 0 0 1 2 2 1 0 0 3 1 0 0 0 1 0 7 1 0 2 1 3 5
"LOC111136177" 5 8 5 12 5 1 3 53 16 4 3 9 3 6 12 10 17 7 7 8 12 7 8 11
"LOC111136178" 7 5 28 1 6 15 3 1 4 9 9 5 4 10 0 1 8 6 1 4 1 5 4 3
"LOC111136179" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111136180" 7 13 5 6 10 7 4 10 9 1 6 4 9 4 4 12 7 6 2 5 10 12 3 17
"LOC111136181" 6 6 3 2 3 1 3 1 3 1 7 1 6 2 4 1 1 4 3 7 3 2 3 4
"LOC111136182" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136183" 3 0 1 0 1 4 1 1 1 2 4 0 3 0 0 3 0 6 1 1 4 5 2 0
"LOC111136184" 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 11 0 0 0 0 0 1 0 0
"LOC111136185" 1 6 2 2 5 5 4 5 5 7 6 5 5 9 4 3 1 2 1 2 1 2 5 1
"LOC111136186" 2 3 3 2 6 2 2 5 1 0 2 2 6 1 2 1 0 8 4 1 1 3 4 4
"LOC111136187" 0 2 1 9 2 2 2 1 1 1 2 1 5 1 0 1 6 3 0 3 1 0 0 0
"LOC111136188" 1 1 1 3 3 6 0 4 0 2 2 0 8 8 6 2 1 9 9 1 2 3 0 2
"LOC111136189" 10 2 12 3 1 3 4 2 9 0 14 5 3 1 3 5 5 3 9 4 2 8 8 2
"LOC111136190" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136191" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136192" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136193" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136194" 0 2 0 0 0 0 0 0 1 1 0 1 0 2 1 6 0 0 0 0 1 0 0 0
"LOC111136195" 0 3 0 0 0 1 0 3 2 0 3 0 0 0 0 0 1 4 1 2 0 0 1 1
"LOC111136196" 0 0 0 0 2 0 3 0 0 0 0 0 0 1 0 0 0 1 2 0 2 0 0 0
"LOC111136197" 0 5 4 2 0 2 2 3 2 0 1 3 3 2 1 2 4 5 4 2 0 2 0 3
"LOC111136198" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111136199" 12 19 6 10 13 14 7 8 6 12 2 8 33 8 1 32 6 45 13 7 9 5 3 7
"LOC111136200" 22 7 15 12 9 8 4 4 5 8 7 3 4 6 4 15 10 9 6 8 6 6 11 5
"LOC111136201" 3 2 1 0 5 3 1 0 4 6 2 0 4 0 6 5 2 1 7 0 0 4 4 0
"LOC111136202" 0 7 7 1 0 2 1 2 1 0 4 3 6 1 0 3 0 2 0 0 0 4 0 4
"LOC111136203" 90 7 6 7 25 31 2 0 13 7 13 13 11 8 6 18 19 9 13 7 2 16 10 6
"LOC111136204" 10 7 11 10 9 6 7 7 5 5 8 8 11 3 10 7 8 17 12 5 3 10 12 8
"LOC111136205" 1 0 0 1 1 0 1 0 2 5 1 1 1 1 2 2 0 1 0 0 3 0 3 3
"LOC111136206" 4 1 4 4 8 8 4 2 4 8 5 1 1 2 4 8 1 0 7 2 6 6 3 2
"LOC111136207" 1 4 2 3 3 2 6 1 1 5 3 1 0 0 4 4 3 2 0 1 2 5 4 1
"LOC111136208" 4 3 11 36 3 7 10 3 3 1 5 1 2 25 15 5 2 6 6 10 5 44 5 2
"LOC111136209" 1 0 3 0 0 0 0 1 2 0 0 0 7 0 0 1 0 0 0 0 0 1 0 0
"LOC111136210" 0 0 2 0 0 3 2 1 2 0 2 0 2 2 0 0 0 0 0 0 1 0 0 0
"LOC111136211" 5 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 1 0 0
"LOC111136212" 133 88 74 70 139 95 67 62 80 92 97 74 81 85 71 45 77 112 62 70 77 111 87 125
"LOC111136213" 2 2 4 1 7 4 8 2 3 5 4 1 6 3 1 0 2 2 8 2 3 5 0 4
"LOC111136214" 0 2 1 0 0 0 0 1 1 1 0 3 0 0 0 0 0 0 1 0 0 0 3 1
"LOC111136215" 3 2 2 0 0 1 0 1 0 1 2 0 1 3 0 2 1 2 1 3 1 2 1 2
"LOC111136216" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"LOC111136217" 0 2 1 0 1 3 1 1 1 1 2 1 2 3 0 1 2 0 1 2 2 0 3 3
"LOC111136218" 2 0 2 2 4 4 4 4 1 1 4 0 2 3 4 2 1 6 2 1 3 2 4 2
"LOC111136219" 0 1 1 0 3 4 2 2 4 4 2 0 10 2 1 3 2 9 2 3 3 3 5 6
"LOC111136220" 4 6 5 2 4 10 7 4 5 1 8 0 10 0 16 2 10 4 3 2 3 3 9 6
"LOC111136221" 0 2 2 3 2 1 0 0 0 1 2 0 2 0 1 0 0 2 0 1 0 0 0 2
"LOC111136222" 3 4 0 8 5 0 2 5 3 4 2 0 1 1 1 1 1 8 0 2 0 7 5 5
"LOC111136223" 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 3 2 1
"LOC111136224" 5 0 2 2 2 0 0 1 2 1 2 1 18 1 5 2 0 7 7 0 1 4 2 8
"LOC111136225" 0 5 0 0 0 0 3 0 0 0 0 0 1 1 1 0 0 0 1 1 4 0 1 0
"LOC111136226" 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 1 0
"LOC111136227" 0 1 1 0 0 1 1 2 1 0 0 0 3 0 2 0 2 0 0 4 0 0 3 0
"LOC111136228" 21 43 32 58 27 33 31 43 24 34 42 25 19 19 27 26 31 54 27 23 24 20 35 11
"LOC111136229" 0 1 4 1 2 0 0 0 8 1 3 1 2 2 0 1 0 4 0 2 5 0 2 4
"LOC111136230" 15 33 18 13 19 0 15 28 12 15 16 6 30 20 16 13 15 31 24 11 8 17 12 41
"LOC111136231" 2 0 2 0 2 1 2 1 2 2 0 0 1 0 2 0 3 4 0 1 1 2 0 3
"LOC111136232" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136233" 2 1 3 2 0 3 6 7 2 1 1 0 1 5 1 1 0 3 0 1 2 2 1 0
"LOC111136234" 2 5 4 1 10 12 8 0 4 3 3 11 7 5 3 1 4 5 7 1 8 4 6 6
"LOC111136235" 0 0 1 0 6 2 0 1 5 7 0 0 0 2 1 0 0 13 2 2 23 14 0 0
"LOC111136236" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0
"LOC111136237" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"LOC111136238" 42 38 57 39 11 79 65 35 118 28 52 58 29 29 18 53 32 89 42 46 17 54 25 80
"LOC111136239" 2 2 0 5 3 2 0 3 4 4 3 2 1 2 4 2 2 5 2 2 0 2 2 5
"LOC111136240" 0 0 1 1 1 0 1 2 0 0 0 1 0 0 0 0 0 2 0 0 0 1 1 0
"LOC111136241" 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1
"LOC111136242" 3 1 0 1 5 2 1 1 4 3 2 1 1 3 1 4 1 2 1 1 2 2 0 2
"LOC111136243" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111136244" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"LOC111136245" 67 60 107 36 60 136 113 41 57 88 89 61 188 70 42 76 47 120 59 77 61 87 50 176
"LOC111136246" 12 13 6 3 7 6 5 4 9 5 5 8 4 8 4 9 10 17 7 10 11 4 11 7
"LOC111136247" 17 59 33 30 53 26 37 30 44 51 29 21 61 38 17 24 23 65 33 17 19 56 17 102
"LOC111136248" 0 8 3 0 0 1 6 2 4 1 7 2 1 2 2 4 4 2 2 1 1 1 3 4
"LOC111136249" 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0
"LOC111136250" 0 10 10 2 1 4 4 5 4 1 2 1 5 3 5 3 3 5 0 3 4 3 2 5
"LOC111136251" 0 2 0 3 4 3 4 2 2 2 2 3 2 2 0 3 0 2 0 1 0 1 0 4
"LOC111136252" 1 4 17 7 5 7 1 3 1 3 6 2 1 6 1 5 4 4 3 6 3 2 4 4
"LOC111136253" 47 81 86 164 99 92 74 85 65 39 58 86 133 81 35 90 70 129 57 77 97 63 52 75
"LOC111136254" 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 5 0 0 0 1 1 1
"LOC111136255" 3 5 3 8 1 2 3 1 5 5 1 2 8 1 2 2 0 3 0 0 3 2 2 4
"LOC111136256" 1 2 1 1 1 1 9 3 0 7 3 3 6 8 3 4 2 2 1 2 2 0 3 5
"LOC111136257" 5 4 5 0 104 2 12 7 1 10 18 18 2 3 30 15 5 1 1 5 1 2 4 5
"LOC111136258" 26 17 18 12 24 21 16 24 17 21 28 17 20 8 25 13 20 15 9 15 21 31 17 19
"LOC111136259" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136260" 0 1 2 1 2 0 0 1 2 0 0 1 1 1 0 2 0 0 0 1 0 0 0 2
"LOC111136261" 87 104 101 128 290 154 93 167 139 143 160 111 215 203 151 117 91 174 98 94 146 130 179 182
"LOC111136262" 9 32 22 18 8 10 19 7 14 6 7 2 10 6 12 14 4 17 2 1 4 5 12 21
"LOC111136263" 4 21 62 1 25 3 10 3 9 2 0 0 4 6 2 1 2 3 4 5 4 3 6 9
"LOC111136264" 1 3 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 2 1
"LOC111136265" 11 16 6 5 23 9 11 3 11 7 14 10 16 13 5 10 8 21 10 6 7 12 5 17
"LOC111136266" 2 0 5 0 3 0 1 0 1 0 0 0 2 0 0 1 0 1 1 0 0 0 0 1
"LOC111136267" 3 3 5 0 5 4 3 1 2 4 4 5 5 2 2 4 3 6 2 5 5 5 0 2
"LOC111136268" 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 1 0 0 0 1
"LOC111136269" 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 3 0 0 1 0 0 0
"LOC111136270" 2 2 1 2 0 1 0 0 1 1 0 0 3 0 1 2 0 4 0 0 0 1 0 0
"LOC111136271" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 1 1
"LOC111136272" 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 2 2 0 0 0 0 0 0
"LOC111136273" 4 0 0 3 3 0 0 1 0 2 0 2 2 0 1 2 1 0 0 0 0 1 0 0
"LOC111136274" 1 1 1 1 3 0 0 0 7 0 2 0 0 0 2 0 0 2 0 0 0 1 0 0
"LOC111136275" 0 3 10 0 7 0 10 0 17 5 1 8 0 1 0 0 0 0 1 0 0 1 3 2
"LOC111136276" 51 0 22 1 2 0 0 12 0 5 2 0 0 0 0 1 2 0 0 0 0 1 0 0
"LOC111136277" 4 2 0 0 0 2 0 0 0 2 0 1 1 0 1 2 3 5 1 1 0 0 3 1
"LOC111136278" 0 0 1 0 3 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0
"LOC111136279" 0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0
"LOC111136280" 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 8 0 0 0 1 0 0
"LOC111136281" 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136282" 0 0 0 0 0 1 0 0 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136283" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0
"LOC111136284" 9 11 19 11 16 20 7 6 12 4 8 11 16 17 2 13 6 20 10 5 4 23 12 17
"LOC111136285" 1 4 0 1 2 1 0 0 0 1 0 6 0 1 0 1 2 10 2 0 2 0 0 5
"LOC111136286" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0
"LOC111136287" 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111136288" 0 0 0 0 0 1 1 0 2 0 2 0 0 1 0 1 0 1 0 0 1 0 0 0
"LOC111136289" 3 15 0 5 5 1 2 6 2 8 10 12 9 9 2 19 4 16 11 0 0 0 8 10
"LOC111136290" 1 2 14 1 22 6 5 9 41 7 13 10 25 1 11 5 30 19 8 18 46 16 7 21
"LOC111136291" 0 0 1 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 1 0 0 0 0
"LOC111136292" 1 0 1 0 2 0 0 2 0 3 0 0 0 2 0 0 1 1 0 0 0 2 0 0
"LOC111136293" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111136294" 1 1 1 1 4 1 0 2 1 1 1 0 1 0 0 1 1 2 2 2 0 2 6 4
"LOC111136295" 14 25 13 37 24 19 22 34 39 39 29 21 11 16 71 17 14 34 20 21 12 14 23 27
"LOC111136296" 25 54 33 18 48 37 26 21 36 41 51 17 15 29 21 33 24 41 21 27 14 57 47 52
"LOC111136297" 6 2 0 1 1 2 1 9 2 4 1 1 0 0 1 4 0 1 7 3 2 2 2 1
"LOC111136298" 1 2 2 5 4 3 7 0 3 4 4 0 4 1 2 2 2 0 6 7 2 5 3 11
"LOC111136299" 0 0 0 1 1 0 1 0 0 0 1 2 0 0 2 0 0 2 0 0 0 0 0 0
"LOC111136300" 28 8 34 14 20 41 20 22 8 5 36 25 15 14 12 20 23 33 23 23 17 22 17 12
"LOC111136301" 0 0 2 0 0 0 0 0 1 0 3 1 1 1 1 3 1 1 1 0 0 0 0 2
"LOC111136302" 160 56 33 28 61 27 37 86 33 37 72 38 10 35 77 55 48 12 70 61 17 36 42 22
"LOC111136303" 21 21 19 15 39 14 21 16 14 20 32 11 10 13 7 22 12 18 11 15 11 28 19 24
"LOC111136304" 30 6 4 10 3 7 4 3 5 3 15 7 3 12 4 9 5 5 12 4 5 8 7 7
"LOC111136305" 6 5 5 4 10 0 3 5 3 4 3 3 1 8 1 4 1 6 4 1 5 5 4 8
"LOC111136306" 4 5 4 3 3 2 6 3 8 3 2 13 5 4 2 2 7 5 2 4 1 2 1 3
"LOC111136307" 1 0 0 2 4 1 4 4 1 0 1 4 0 2 2 1 0 7 2 1 4 0 2 1
"LOC111136308" 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"LOC111136309" 1 0 2 3 0 2 1 0 1 0 3 1 0 2 4 0 0 2 0 0 0 0 1 0
"LOC111136310" 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 1 1 0 1 0 0 0 1
"LOC111136311" 3 5 3 2 3 5 0 5 3 5 5 2 2 4 2 1 1 6 3 2 3 2 2 5
"LOC111136312" 0 1 0 1 1 1 0 0 1 0 2 2 0 0 1 2 1 1 0 0 2 0 1 0
"LOC111136313" 0 0 0 0 0 1 1 2 1 0 0 0 1 0 0 1 2 1 1 1 1 1 0 1
"LOC111136314" 7 0 0 6 10 8 2 0 0 0 14 4 0 6 0 0 0 3 0 2 6 0 0 0
"LOC111136315" 4 7 5 7 4 2 1 2 4 3 4 4 6 5 2 4 0 12 7 19 2 8 11 8
"LOC111136316" 1 0 0 0 0 3 0 4 0 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0
"LOC111136317" 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 0 0 0 1 1 0
"LOC111136318" 1 2 0 0 0 1 2 0 1 0 0 0 1 7 0 3 0 0 0 0 0 0 0 0
"LOC111136319" 1 10 0 0 0 1 1 2 1 2 3 1 0 1 1 0 0 0 0 2 0 0 2 1
"LOC111136320" 0 2 0 0 1 3 1 3 1 3 2 1 2 2 2 4 0 1 0 0 1 2 2 1
"LOC111136321" 2 3 3 5 7 4 3 4 1 11 2 6 2 2 6 1 4 7 8 3 6 2 5 5
"LOC111136322" 0 0 1 0 4 1 1 0 0 3 1 0 0 1 1 0 1 0 0 0 0 0 0 0
"LOC111136323" 7 0 5 5 3 4 2 23 5 0 4 3 13 9 3 2 2 8 4 0 5 9 3 0
"LOC111136324" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"LOC111136325" 47 13 49 113 66 70 29 83 66 33 49 77 173 118 31 9 31 98 64 43 89 54 35 19
"LOC111136326" 1 0 1 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111136327" 2 2 2 1 3 1 0 2 3 3 0 1 5 1 1 0 1 1 0 0 0 0 3 4
"LOC111136328" 7 17 26 37 9 16 16 20 25 9 14 5 22 6 16 15 13 30 11 19 22 10 7 4
"LOC111136329" 47 56 35 39 32 25 29 48 47 37 45 32 40 26 27 43 37 38 40 29 24 54 37 39
"LOC111136330" 0 1 1 0 0 0 1 0 0 0 1 0 0 0 3 0 0 0 0 0 0 1 0 0
"LOC111136331" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2
"LOC111136332" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0
"LOC111136333" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0
"LOC111136334" 0 0 0 0 0 0 1 0 0 2 1 0 0 20 0 0 1 2 0 4 0 1 0 0
"LOC111136335" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136336" 4 9 6 3 4 5 3 2 4 1 6 0 5 2 1 2 2 6 12 0 3 5 1 13
"LOC111136337" 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"LOC111136338" 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"LOC111136339" 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0 0 0
"LOC111136340" 0 1 2 0 2 1 0 1 1 0 0 1 1 0 0 0 0 3 0 0 1 1 0 1
"LOC111136341" 1 5 3 3 4 5 1 6 5 6 3 1 3 1 4 6 7 2 2 1 2 3 11 7
"LOC111136342" 2 0 4 85 107 3 9 5 4 4 9 12 2 6 12 5 1 1 7 17 5 2 2 0
"LOC111136343" 1 3 0 2 0 0 1 1 4 0 0 1 2 2 0 0 0 3 2 0 0 0 0 0
"LOC111136344" 2 1 7 2 3 12 0 5 12 0 4 4 0 0 5 3 3 4 7 1 1 4 2 5
"LOC111136345" 0 0 3 0 1 3 6 0 1 0 0 0 1 4 0 16 1 4 1 0 0 0 0 0
"LOC111136346" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136347" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136348" 3 0 0 2 0 0 1 2 0 0 1 0 1 0 1 0 0 1 0 0 1 1 0 0
"LOC111136349" 0 0 8 1 0 2 0 0 1 0 26 2 0 0 0 1 0 1 3 0 1 0 0 0
"LOC111136350" 0 0 2 1 0 0 0 2 0 0 0 0 0 0 3 0 0 1 1 0 1 1 0 0
"LOC111136351" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"LOC111136352" 0 2 1 1 1 1 0 0 0 4 1 0 1 0 0 1 0 1 3 0 0 3 1 1
"LOC111136353" 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"LOC111136354" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111136355" 0 0 0 0 0 3 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111136356" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136357" 15 20 30 14 48 14 15 23 17 18 26 18 21 10 20 9 3 11 12 12 8 12 10 23
"LOC111136358" 1 3 0 0 3 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 2
"LOC111136359" 22 11 12 27 26 31 16 25 19 19 20 10 9 18 19 8 11 26 24 7 9 10 13 22
"LOC111136360" 0 0 0 5 0 5 0 0 4 0 8 3 3 7 5 1 7 1 2 3 1 3 35 3
"LOC111136361" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136362" 0 4 2 0 1 0 1 0 0 0 0 1 0 0 0 1 0 5 0 0 0 0 0 0
"LOC111136363" 0 4 2 0 1 1 1 0 4 0 0 0 0 0 2 0 1 0 0 4 0 0 0 0
"LOC111136364" 11 1 0 0 2 0 0 0 0 0 0 0 1 1 2 1 2 3 1 1 0 0 0 0
"LOC111136365" 2 6 0 0 1 0 1 1 0 0 3 1 1 1 0 0 3 0 0 0 3 0 1 5
"LOC111136366" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0
"LOC111136367" 0 0 1 2 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0
"LOC111136368" 4 7 14 6 19 5 3 3 3 5 4 6 13 4 7 4 5 18 6 9 3 7 5 6
"LOC111136369" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136370" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136371" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136372" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136373" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136374" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136375" 0 3 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 2 0
"LOC111136376" 2 3 8 11 17 17 4 13 13 14 10 18 15 10 9 8 4 11 14 7 3 15 8 17
"LOC111136377" 13 17 21 5 4 2 7 11 7 11 13 9 9 14 13 30 4 11 17 8 15 23 7 12
"LOC111136378" 2 0 0 0 0 1 2 0 0 7 0 2 0 6 1 2 0 0 1 0 0 2 9 1
"LOC111136379" 2 1 0 0 2 5 4 0 4 0 0 3 2 2 3 2 0 3 1 0 1 3 1 3
"LOC111136380" 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 1 2 0 0 0 0 3 0 1
"LOC111136381" 0 1 3 1 1 7 2 3 0 0 2 2 1 4 0 1 0 1 2 4 1 0 6 1
"LOC111136382" 172 131 117 59 140 134 80 123 64 79 80 61 112 76 60 58 92 98 67 126 63 101 72 68
"LOC111136383" 1 0 2 1 0 0 5 2 0 1 0 0 1 0 0 0 4 1 0 0 1 3 0 1
"LOC111136384" 1 0 0 1 1 2 1 3 1 0 2 0 3 1 0 0 0 1 2 0 0 0 2 2
"LOC111136385" 2 34 4 6 12 19 8 5 9 6 4 7 7 2 2 9 8 9 3 5 4 10 21 4
"LOC111136386" 38 332 62 80 66 56 48 43 50 61 74 49 35 95 55 169 141 73 126 45 55 154 108 46
"LOC111136387" 126 342 245 184 271 215 236 225 251 182 241 175 133 208 117 295 313 287 141 218 104 327 209 184
"LOC111136388" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111136389" 11 14 16 17 22 14 12 16 24 19 18 10 21 15 13 7 7 36 10 5 15 15 12 10
"LOC111136390" 0 2 1 0 0 0 0 2 1 1 0 0 1 3 0 1 0 3 2 0 1 2 3 1
